MID,MID Type,DBA,Client ID,Partner,Submitted Date,Approval Date,Related Acquiring MID,Rep,,,
262658,Gateway,Verity Health - St Francis Medical Center ,10007616 - Verity Health System,Experian Health,2016-05-24,2016-05-24,,AxiaMed House,,,
264499,Gateway,FMOLHS - St Francis Medical Center,10002751 - Franciscan Health,Experian Health,2016-06-13,2016-06-13,,AxiaMed House,,,
269671,Gateway,Logansport Memorial Hospital,10004096 - Logansport Memorial Hospital,Experian Health,2016-08-09,2016-08-09,,AxiaMed House,,,
270638,Gateway,Little Company of Mary Affiliated Services,10004065 - Little Company of Mary,Experian Health,2016-08-18,2016-08-18,,AxiaMed House,,,
270977,Gateway,WellStar Atlanta Medical Center,10007760 - WellStar Health System,Experian Health,2016-08-22,2016-08-22,,AxiaMed House,,,
270979,Gateway,WellStar Sylvan Grove Hospital,10007760 - WellStar Health System,Experian Health,2016-08-22,2016-08-22,,AxiaMed House,,,
270980,Gateway,WellStar North Fulton Regional Hospital,10007760 - WellStar Health System,Experian Health,2016-08-22,2016-08-22,,AxiaMed House,,,
270981,Gateway,WellStar Spalding Regional Hospital,10007760 - WellStar Health System,Experian Health,2016-08-22,2016-08-22,,AxiaMed House,,,
271458,Gateway,South Shore Hospital - INACTIVE,10006553 - South Shore Health System,Experian Health,2016-08-26,2016-08-26,,AxiaMed House,,,
271692,Gateway,Phoebe Putney Health Systems,10005395 - Phoebe Putney Memorial Hospital,Experian Health,2016-08-29,2016-08-29,,AxiaMed House,,,
272017,Gateway,BAY AREA HOSPITAL,10006963 - Sutter Health,Experian Health,2016-09-01,2016-09-01,,AxiaMed House,,,
272363,Gateway,Washington Hospital Patient Billing,10007719 - Washington Hospital Healthcare System,Experian Health,2016-09-06,2016-09-06,,AxiaMed House,,,
273487,Gateway,Lake Health Physicians,"10003879 - Lake Health, Inc. (formerly Lake Hospital System)",Experian Health,2016-09-16,2016-09-16,,AxiaMed House,,,
274195,Gateway,Clearwave,10001415 - Clearwave Development,Experian Health,2016-09-23,2016-09-23,,AxiaMed House,,,
275406,Gateway,St. Mary's Surgical Associates,10006766 - St. Mary's Medical Group,Experian Health,2016-10-05,2016-10-05,,AxiaMed House,,,
276042,Gateway,YALE NORTHEAST MEDICAL GROUP,10007927 - Yale New Haven Health,Experian Health,2016-10-12,2016-10-12,,AxiaMed House,,,
276084,Gateway,"Aegis Forensic, Sports and Workplace",10000170 - Aegis Sciences Corporation,Experian Health,2016-10-12,2016-10-12,,AxiaMed House,,,
278866,Gateway,Swedish Covenant Hospital,10004907 - Swedish Covenant Hospital,Experian Health,2016-11-09,2016-11-09,,AxiaMed House,,,
278955,Gateway,Hallmark Health - Community Hospital of EA,10003071 - Hallmark Health System,Experian Health,2016-11-10,2016-11-10,,AxiaMed House,,,
280091,Gateway,Jupiter Medical Center Patient Payments,10003658 - Jupiter Medical Center,Experian Health,2016-11-22,2016-11-22,,AxiaMed House,,,
280602,Gateway,LIBERTY HOSPITAL URGENT CARE,10004009 - Liberty Hospital,Experian Health,2016-11-29,2016-11-29,,AxiaMed House,,,
281128,Gateway,Steinberg Diagnostic Medical Imaging,10002555 - Experian Health,Experian Health,2016-12-02,2016-12-02,,AxiaMed House,,,
282050,Gateway,Hallmark Health - Patient Account,10003071 - Hallmark Health System,Experian Health,2016-12-13,2016-12-13,,AxiaMed House,,,
282883,Gateway,Yale Lawrence Memorial,10007927 - Yale New Haven Health,Experian Health,2016-12-21,2016-12-21,,AxiaMed House,,,
283584,Gateway,Inova - Health Care Services,10003425 - Inova Health,Experian Health,2016-12-29,2016-12-29,,AxiaMed House,,,
283585,Gateway,Inova - Pediatric Specialists of VA - Epic,10003425 - Inova Health,Experian Health,2016-12-29,2016-12-29,,AxiaMed House,,,
283589,Gateway,Inova - Physicians Partners,10003425 - Inova Health,Experian Health,2016-12-29,2016-12-29,,AxiaMed House,,,
284204,Gateway,Yale - Westerly Hospital,10007927 - Yale New Haven Health,Experian Health,2017-01-05,2017-01-05,,AxiaMed House,,,
284524,Gateway,American Medical Response - AZ (030) AMR,10000306 - American Medical Response (AMR),Experian Health,2017-01-09,2017-01-09,,AxiaMed House,,,
286179,Gateway,CHESAPEAKE GENERAL HOSPITAL,10001217 - Chesapeake Regional Healthcare,Experian Health,2017-01-24,2017-01-24,,AxiaMed House,,,
286935,Gateway,Ephraim McDowell Regional Medical Center,10002493 - Ephraim McDowell Regional Medical Center,Experian Health,2017-01-30,2017-01-30,,AxiaMed House,,,
288381,Gateway,Children's National Health System,10001279 - Children's National Health System,Experian Health,2017-02-10,2017-02-10,,AxiaMed House,,,
290289,Gateway,El Camino Hospital - HB QP,10002401 - El Camino Hospital,Experian Health,2017-02-24,2017-02-24,,AxiaMed House,,,
290290,Gateway,El Camino Hosp-HBOC QP,10002401 - El Camino Hospital,Experian Health,2017-02-24,2017-02-24,,AxiaMed House,,,
290291,Gateway,El Camino Hospital -PB QP,10002401 - El Camino Hospital,Experian Health,2017-02-24,2017-02-24,,AxiaMed House,,,
290292,Gateway,El Camino Hosp - HB IVR,10002401 - El Camino Hospital,Experian Health,2017-02-24,2017-02-24,,AxiaMed House,,,
290442,Gateway,El Camino Hosp-HBOC IVR,10002401 - El Camino Hospital,Experian Health,2017-02-27,2017-02-27,,AxiaMed House,,,
290446,Gateway,El Camino Hosp - PB IVR,10002401 - El Camino Hospital,Experian Health,2017-02-27,2017-02-27,,AxiaMed House,,,
293902,Gateway,Hallmark Health System - Preregistration,10003071 - Hallmark Health System,Experian Health,2017-03-27,2017-03-27,,AxiaMed House,,,
294822,Gateway,Blount Physicians,10000789 - Blount Memorial Hospital,Experian Health,2017-04-04,2017-04-04,,AxiaMed House,,,
295004,Gateway,Inova - Primary Care,10003425 - Inova Health,Experian Health,2017-04-05,2017-04-05,,AxiaMed House,,,
295514,Gateway,Billings Clinic Online,10000760 - Billings Clinic,Experian Health,2017-04-10,2017-04-10,,AxiaMed House,,,
295799,Gateway,Christus Schumpert Highland,10001348 - CHRISTUS Health,Experian Health,2017-04-12,2017-04-12,,AxiaMed House,,,
295863,Gateway,Cape Regional Medical Center,10001009 - Cape Regional Medical Center,Experian Health,2017-04-13,2017-04-13,,AxiaMed House,,,
296214,Gateway,BHCS - Baylor Specialty Hospital-Our Children's House,10000681 - Baylor Scott & White Health,Experian Health,2017-04-17,2017-04-17,,AxiaMed House,,,
298830,Gateway,HALLMARK L M H REHAB,10003071 - Hallmark Health System,Experian Health,2017-05-10,2017-05-10,,AxiaMed House,,,
298834,Gateway,HALLMARK HLTH REHAB SERV,10003071 - Hallmark Health System,Experian Health,2017-05-10,2017-05-10,,AxiaMed House,,,
298835,Gateway,HALLMARK HEALTH PT,10003071 - Hallmark Health System,Experian Health,2017-05-10,2017-05-10,,AxiaMed House,,,
298902,Gateway,HALLMARK HEALTH SYSTEM - MAIN REGISTRATION,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
298904,Gateway,HALLMARK COMMUNITY COUNSELING - 178 SAVIN,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
298906,Gateway,HALLMARK HEALTH READING,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
298908,Gateway,HALLMARK CANCER CARE CTR,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
298909,Gateway,HALLMARK PATIENT ACCESS DEPT LMH,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
298912,Gateway,HALLMARK MELROSE-WAKEFIELD HOSPITAL,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
298914,Gateway,HALLMARK ALMH MEDICAL SERVICES,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
298915,Gateway,HALLMARK COMMUNITY COUNSELING - 101 MAIN,10003071 - Hallmark Health System,Experian Health,2017-05-11,2017-05-11,,AxiaMed House,,,
299037,Gateway,Center for Healthy Minds&nbsp;,10003071 - Hallmark Health System,Experian Health,2017-05-12,2017-05-12,,AxiaMed House,,,
303098,Gateway,Allegheny Health Network,10000233 - Allegheny Health Network,Experian Health,2017-06-23,2017-06-23,,AxiaMed House,,,
304172,Gateway,Evangelical Community Hospital,10002530 - Evangelical Community Hospital,Experian Health,2017-07-06,2017-07-06,,AxiaMed House,,,
304928,Gateway,Ephraim McDowell Health (Physicians),10002493 - Ephraim McDowell Regional Medical Center,Experian Health,2017-07-14,2017-07-14,,AxiaMed House,,,
306331,Gateway,Johns Hopkins All Children's Hospital,10003619 - Johns Hopkins All Children's Hospital,Experian Health,2017-07-28,2017-07-28,,AxiaMed House,,,
306755,Gateway,Johns Hopkins Pediatric Phsician Serv,10003619 - Johns Hopkins All Children's Hospital,Experian Health,2017-08-02,2017-08-02,,AxiaMed House,,,
306756,Gateway,Johns Hopkins West Coast Neonatology&nbsp;,10003619 - Johns Hopkins All Children's Hospital,Experian Health,2017-08-02,2017-08-02,,AxiaMed House,,,
307585,Gateway,Ridgecrest Regional Hospital,10002555 - Experian Health,Experian Health,2017-08-14,2017-08-14,,AxiaMed House,,,
307618,Gateway,Southern Sierra Medical,10002555 - Experian Health,Experian Health,2017-08-14,2017-08-14,,AxiaMed House,,,
308621,Gateway,MTS LGH THERAPHY SERVICES DULLES,10003856 - Lafayette General Medical Center,Experian Health,2017-08-24,2017-08-24,,AxiaMed House,,,
312195,Gateway,UHS - VALLEY HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312196,Gateway,UHS - CENTENNIAL HILLS HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312197,Gateway,UHS - DESERT SPRINGS HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312200,Gateway,UHS - HENDERSON HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312201,Gateway,UHS - SPRING VALLEY HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312202,Gateway,UHS - SUMMERLIN HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312203,Gateway,UHS - NORTHERN NEVADA HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312204,Gateway,UHS - SOUTHWEST HEALTHCARE,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312205,Gateway,UHS - AIKEN HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312206,Gateway,UHS - FORT DUNCAN HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312208,Gateway,UHS - ST MARYS HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312209,Gateway,UHS - DOCTORS HOSPITAL OF LARED,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312210,Gateway,UHS - TEMECULA VALLEY HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312212,Gateway,UHS - PALMDALE HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312213,Gateway,UHS - SOUTH TEXAS HEALTH SYSTEM,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312214,Gateway,UHS - WELLINGTON HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312216,Gateway,UHS - TEXOMA MEDICAL CENTER,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312217,Gateway,UHS - NORTHWEST TEXAS HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312218,Gateway,UHS - LAKEWOOD RANCH HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312219,Gateway,UHS - MANATEE HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312220,Gateway,UHS - GWU HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312222,Gateway,UHS - CORONA HOSPITAL,10007436 - UHS of Delaware,Experian Health,2017-10-04,2017-10-04,,AxiaMed House,,,
312693,Gateway,RWJ Rahway Hospital - CNP,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
312694,Gateway,RWJ Hamilton Hospital - POS,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
312695,Gateway,RWJ Hamilton Hospital - CNP,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
312696,Gateway,RWJ New Brunswick Hospital - CNP,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
312697,Gateway,RWJ New Brunswick Hospital - POS,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
312698,Gateway,RWJ Rahway Hospital - POS,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
312699,Gateway,RWJ Somerset Hospital - CNP,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
312700,Gateway,RWJ Somerset Hospital - POS,10005881 - RWJ Barnabas Health,Experian Health,2017-10-10,2017-10-10,,AxiaMed House,,,
313785,Gateway,Associates for Behavioral Healthcare,10000545 - Associates for Behavioral Healthcare,Experian Health,2017-10-26,2017-10-26,,AxiaMed House,,,
313787,Gateway,ABBE Mental Health Center,10000046 - Abbe Center for Community Mental Health,Experian Health,2017-10-26,2017-10-26,,AxiaMed House,,,
314098,Gateway,IU UNIV ORTHO INC,10003397 - Indiana University Health,Experian Health,2017-10-31,2017-10-31,,AxiaMed House,,,
314326,Gateway,Erlanger Health System Epic,10002510 - Erlanger Health System,Experian Health,2017-11-02,2017-11-02,,AxiaMed House,,,
314334,Gateway,Erlanger Health System Convergent,10002510 - Erlanger Health System,Experian Health,2017-11-02,2017-11-02,,AxiaMed House,,,
314337,Gateway,Erlanger Health System HOD ,10002510 - Erlanger Health System,Experian Health,2017-11-02,2017-11-02,,AxiaMed House,,,
314878,Gateway,El Camino Med Associates,10002401 - El Camino Hospital,Experian Health,2017-11-09,2017-11-09,,AxiaMed House,,,
315220,Gateway,Valley Health Surgery Center LLC,10007573 - Valley Health (VA),Experian Health,2017-11-14,2017-11-14,,AxiaMed House,,,
315326,Gateway,Pekin - Primary Care Pekin Prohealth ,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315327,Gateway,Pekin - Honan Pekin Prohealth,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315328,Gateway,Pekin - Pediatrics on Griffin Pekin Prohealth,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315329,Gateway,Pekin - Billing Pekin Prohealth,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315330,Gateway,Pekin - ProHealth Urology,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315331,Gateway,Pekin - Gastroenterology Pekin Prohealth,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315332,Gateway,Pekin - Ob Gyn Pekin Prohealth,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315334,Gateway,Pekin - Pulmonology Pekin Prohealth,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315335,Gateway,Pekin - Ear Nose &amp; Throat Pekin Prohealth,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-15,2017-11-15,,AxiaMed House,,,
315466,Gateway,RWJ MONMOUTH MED CENTER CBO,10005881 - RWJ Barnabas Health,Experian Health,2017-11-17,2017-11-17,,AxiaMed House,,,
315471,Gateway,RWJ COMMUNITY MEDIC CTR CBO,10005881 - RWJ Barnabas Health,Experian Health,2017-11-17,2017-11-17,,AxiaMed House,,,
315472,Gateway,RWJ Monmouth South CBO,10005881 - RWJ Barnabas Health,Experian Health,2017-11-17,2017-11-17,,AxiaMed House,,,
315740,Gateway,Pekin Memorial Hospital,10005336 - Pekin Memorial Hospital,Experian Health,2017-11-21,2017-11-21,,AxiaMed House,,,
315960,Gateway,Ochsner - SBPH My Chart,10004982 - Ochsner Health System,Experian Health,2017-11-27,2017-11-27,,AxiaMed House,,,
316339,Gateway,IUH BALL HOSP,10003397 - Indiana University Health,Experian Health,2017-12-01,2017-12-01,,AxiaMed House,,,
316340,Gateway,IUH WEST HOSP,10003397 - Indiana University Health,Experian Health,2017-12-01,2017-12-01,,AxiaMed House,,,
316341,Gateway,IUH NORTH HOSP,10003397 - Indiana University Health,Experian Health,2017-12-01,2017-12-01,,AxiaMed House,,,
316342,Gateway,IUH ARNETT HOSP,10003397 - Indiana University Health,Experian Health,2017-12-01,2017-12-01,,AxiaMed House,,,
316344,Gateway,IUH BLACKFORD HOSP,10003397 - Indiana University Health,Experian Health,2017-12-01,2017-12-01,,AxiaMed House,,,
316345,Gateway,IU HEALTH INC HOSP,10003397 - Indiana University Health,Experian Health,2017-12-01,2017-12-01,,AxiaMed House,,,
316383,Gateway,IU HEALTH WHITE HOSPITAL,10003397 - Indiana University Health,Experian Health,2017-12-04,2017-12-04,,AxiaMed House,,,
316384,Gateway,IU HEALTH TIPTON HOSPITAL,10003397 - Indiana University Health,Experian Health,2017-12-04,2017-12-04,,AxiaMed House,,,
316385,Gateway,IU HEALTH FRANKFORT,10003397 - Indiana University Health,Experian Health,2017-12-04,2017-12-04,,AxiaMed House,,,
316386,Gateway,IU HEALTH INC FAC,10003397 - Indiana University Health,Experian Health,2017-12-04,2017-12-04,,AxiaMed House,,,
316388,Gateway,IUH BEDFORD HOSP,10003397 - Indiana University Health,Experian Health,2017-12-04,2017-12-04,,AxiaMed House,,,
316389,Gateway,IUH BLOOMINGTON HOSPITAL,10003397 - Indiana University Health,Experian Health,2017-12-04,2017-12-04,,AxiaMed House,,,
316390,Gateway,IUH PAOLI HOSPITAL,10003397 - Indiana University Health,Experian Health,2017-12-04,2017-12-04,,AxiaMed House,,,
317580,Gateway,RWJ Behavioral Health - CP,10005881 - RWJ Barnabas Health,Experian Health,2017-12-21,2017-12-21,,AxiaMed House,,,
317649,Gateway,Ochsner St. Bernard - Legacy,10004982 - Ochsner Health System,Experian Health,2017-12-22,2017-12-22,,AxiaMed House,,,
318042,Gateway,Hallmark Health Endoscopy,10003071 - Hallmark Health System,Experian Health,2018-01-02,2018-01-02,,AxiaMed House,,,
318424,Gateway,RWJ NEWARKBETHISRAEL MED CBO,10005881 - RWJ Barnabas Health,Experian Health,2018-01-09,2018-01-09,,AxiaMed House,,,
318425,Gateway,RWJ ST. BARNABAS MED CTR CBO,10005881 - RWJ Barnabas Health,Experian Health,2018-01-09,2018-01-09,,AxiaMed House,,,
318426,Gateway,RWJ CMMC - SBO,10005881 - RWJ Barnabas Health,Experian Health,2018-01-09,2018-01-09,,AxiaMed House,,,
318428,Gateway,RWJ JCMC - CBO,10005881 - RWJ Barnabas Health,Experian Health,2018-01-09,2018-01-09,,AxiaMed House,,,
319892,Gateway,Montefiore Medical Center-Auto,10004575 - Montefiore Medical Center,Experian Health,2018-01-31,2018-01-31,,AxiaMed House,,,
320308,Gateway,IU HEALTH JAY,10003397 - Indiana University Health,Experian Health,2018-02-06,2018-02-06,,AxiaMed House,,,
320639,Gateway,RWJ ACC - CBO,10005881 - RWJ Barnabas Health,Experian Health,2018-02-12,2018-02-12,,AxiaMed House,,,
321087,Gateway,IUH Methodist Hospital,10003397 - Indiana University Health,Experian Health,2018-02-20,2018-02-20,,AxiaMed House,,,
